shot_id,rally_id,shot_nbr,shot_type_orig,shot_type,player_id,entry_ts,btt_before,btt_after,loc_x,loc_y,next_loc_x,next_loc_y,cst_model_id,whtb_model_id,maint_dtm,maint_app,create_dtm,create_app
S14437,R1440,3,tsDrv,,P37,2022-09-11 20:04:31.772094,0.7112,0.1726,10.47,21.82,15.35,5.80,,,2022-09-12 00:37:46.762960+00:00,postgres,2022-09-12 00:37:46.762960+00:00,postgres
S14439,R1441,1,SE,,P38,2022-09-11 20:05:09.348295,,0.5435,11.60,21.48,11.60,21.93,,,2022-09-12 00:37:46.765506+00:00,postgres,2022-09-12 00:37:46.765506+00:00,postgres
S14440,R1441,2,R,,P39,2022-09-11 20:05:11.487521,0.5435,0.6263,11.60,21.93,11.60,20.23,,,2022-09-12 00:37:46.766749+00:00,postgres,2022-09-12 00:37:46.766749+00:00,postgres
S14441,R1441,3,tsDrv,,P38,2022-09-11 20:05:13.867138,0.6263,0.1272,11.60,20.23,11.83,6.36,,,2022-09-12 00:37:46.767872+00:00,postgres,2022-09-12 00:37:46.767872+00:00,postgres
S14454,R1442,1,SE,,P38,2022-09-11 20:05:40.427118,,0.4558,8.31,21.71,7.85,19.09,,,2022-09-12 00:37:46.781886+00:00,postgres,2022-09-12 00:37:46.781886+00:00,postgres
S14455,R1442,2,R,,P40,2022-09-11 20:05:42.311783,0.4558,0.6363,7.85,19.09,17.28,20.46,,,2022-09-12 00:37:46.782893+00:00,postgres,2022-09-12 00:37:46.782893+00:00,postgres
S14456,R1442,3,tsDrp,,P37,2022-09-11 20:05:44.720630,0.6363,0.6719,17.28,20.46,11.37,6.36,,,2022-09-12 00:37:46.783894+00:00,postgres,2022-09-12 00:37:46.783894+00:00,postgres
S14464,R1443,1,SE,,P37,2022-09-11 20:06:08.455071,,0.6262,17.62,21.82,17.40,21.14,,,2022-09-12 00:37:46.793075+00:00,postgres,2022-09-12 00:37:46.793075+00:00,postgres
S14465,R1443,2,R,,P39,2022-09-11 20:06:10.834457,0.6262,0.6234,17.40,21.14,1.49,21.93,,,2022-09-12 00:37:46.794100+00:00,postgres,2022-09-12 00:37:46.794100+00:00,postgres
S14466,R1443,3,tsDrv,,P38,2022-09-11 20:06:13.205744,0.6234,,1.49,21.93,,,,,2022-09-12 00:37:46.795257+00:00,postgres,2022-09-12 00:37:46.795257+00:00,postgres
S14467,R1444,1,SE,,P40,2022-09-11 20:06:27.576985,,0.5516,8.53,20.68,3.19,22.73,,,2022-09-12 00:37:46.796938+00:00,postgres,2022-09-12 00:37:46.796938+00:00,postgres
S14468,R1444,2,R,,P38,2022-09-11 20:06:29.739965,0.5516,0.6443,3.19,22.73,13.31,18.52,,,2022-09-12 00:37:46.797980+00:00,postgres,2022-09-12 00:37:46.797980+00:00,postgres
S14469,R1444,3,tsDrp,,P40,2022-09-11 20:06:32.171928,0.6443,0.4700,13.31,18.52,15.92,7.61,,,2022-09-12 00:37:46.798996+00:00,postgres,2022-09-12 00:37:46.798996+00:00,postgres
S14505,R1444,39,D,,P40,2022-09-11 20:07:28.833863,0.5203,,18.65,5.23,,,,,2022-09-12 00:37:46.837229+00:00,postgres,2022-09-12 00:37:46.837229+00:00,postgres
S14506,R1445,1,SE,,P40,2022-09-11 20:27:45.950887,,0.5007,17.51,21.36,20.01,21.71,,,2022-09-12 00:37:46.838669+00:00,postgres,2022-09-12 00:37:46.838669+00:00,postgres
S14507,R1445,2,R,,P37,2022-09-11 20:27:47.965846,0.5007,0.7346,20.01,21.71,8.76,18.30,,,2022-09-12 00:37:46.839923+00:00,postgres,2022-09-12 00:37:46.839923+00:00,postgres
S14508,R1445,3,tsDrp,,P39,2022-09-11 20:27:50.660114,0.7346,0.3999,8.76,18.30,16.83,7.61,,,2022-09-12 00:37:46.841084+00:00,postgres,2022-09-12 00:37:46.841084+00:00,postgres
S14515,R1446,1,SE,,P39,2022-09-11 20:28:06.286363,,0.3826,8.42,20.46,6.94,23.30,,,2022-09-12 00:37:46.849036+00:00,postgres,2022-09-12 00:37:46.849036+00:00,postgres
S14516,R1446,2,R,,P38,2022-09-11 20:28:07.958654,0.3826,0.5950,6.94,23.30,11.26,18.86,,,2022-09-12 00:37:46.850019+00:00,postgres,2022-09-12 00:37:46.850019+00:00,postgres
S14517,R1446,3,tsDrp,,P40,2022-09-11 20:28:10.247643,0.5950,0.5360,11.26,18.86,16.94,8.18,,,2022-09-12 00:37:46.851025+00:00,postgres,2022-09-12 00:37:46.851025+00:00,postgres
S14525,R1447,1,SE,,P39,2022-09-11 20:28:47.660048,,0.4961,15.81,20.57,18.87,21.82,,,2022-09-12 00:37:46.859708+00:00,postgres,2022-09-12 00:37:46.859708+00:00,postgres
S14526,R1447,2,R,,P37,2022-09-11 20:28:49.661791,0.4961,0.7192,18.87,21.82,19.67,20.91,,,2022-09-12 00:37:46.860686+00:00,postgres,2022-09-12 00:37:46.860686+00:00,postgres
S14527,R1447,3,tsDrp,,P40,2022-09-11 20:28:52.311215,0.7192,0.3748,19.67,20.91,14.78,8.07,,,2022-09-12 00:37:46.861725+00:00,postgres,2022-09-12 00:37:46.861725+00:00,postgres
S14529,R1449,1,SE,,P39,2022-09-11 20:29:24.144008,,0.4958,7.51,20.91,5.69,23.18,,,2022-09-12 00:37:46.864819+00:00,postgres,2022-09-12 00:37:46.864819+00:00,postgres
S14530,R1449,2,R,,P38,2022-09-11 20:29:26.144745,0.4958,,5.69,23.18,,,,,2022-09-12 00:37:46.866277+00:00,postgres,2022-09-12 00:37:46.866277+00:00,postgres
S1673,R145,1,SE,SE,P4,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.933632+00:00,postgres
S1674,R145,2,R,R,P1,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.933994+00:00,postgres
S1675,R145,3,tsDrp,tsDrp,P4,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.934305+00:00,postgres
S14531,R1450,1,SE,,P39,2022-09-11 20:29:37.468973,,0.3002,15.01,20.46,19.10,22.16,,,2022-09-12 00:37:46.867780+00:00,postgres,2022-09-12 00:37:46.867780+00:00,postgres
S14532,R1450,2,R,,P37,2022-09-11 20:29:38.902003,0.3002,0.5757,19.10,22.16,18.42,18.07,,,2022-09-12 00:37:46.868806+00:00,postgres,2022-09-12 00:37:46.868806+00:00,postgres
S14533,R1450,3,tsDrp,,P40,2022-09-11 20:29:41.134919,0.5757,0.2418,18.42,18.07,17.17,7.73,,,2022-09-12 00:37:46.869793+00:00,postgres,2022-09-12 00:37:46.869793+00:00,postgres
S14538,R1451,1,SE,,P39,2022-09-11 20:29:58.653111,,0.5343,8.19,21.02,1.26,22.39,,,2022-09-12 00:37:46.875833+00:00,postgres,2022-09-12 00:37:46.875833+00:00,postgres
S14539,R1451,2,R,,P38,2022-09-11 20:30:00.765841,0.5343,0.5890,1.26,22.39,8.87,19.89,,,2022-09-12 00:37:46.876828+00:00,postgres,2022-09-12 00:37:46.876828+00:00,postgres
S14540,R1451,3,tsDrp,,P39,2022-09-11 20:30:03.037431,0.5890,0.6338,8.87,19.89,13.87,8.41,,,2022-09-12 00:37:46.877803+00:00,postgres,2022-09-12 00:37:46.877803+00:00,postgres
S14542,R1453,1,SE,,P39,2022-09-11 20:30:37.703625,,0.5889,15.81,20.57,19.33,21.59,,,2022-09-12 00:37:46.880974+00:00,postgres,2022-09-12 00:37:46.880974+00:00,postgres
S14543,R1453,2,R,,P37,2022-09-11 20:30:39.974874,0.5889,0.5547,19.33,21.59,21.03,19.09,,,2022-09-12 00:37:46.881966+00:00,postgres,2022-09-12 00:37:46.881966+00:00,postgres
S14544,R1453,3,tsDrp,,P40,2022-09-11 20:30:42.146696,0.5547,0.5289,21.03,19.09,16.26,8.18,,,2022-09-12 00:37:46.882947+00:00,postgres,2022-09-12 00:37:46.882947+00:00,postgres
S14551,R1454,1,SE,,P39,2022-09-11 20:31:10.706070,,0.6505,9.22,20.57,4.67,22.50,,,2022-09-12 00:37:46.891114+00:00,postgres,2022-09-12 00:37:46.891114+00:00,postgres
S14552,R1454,2,R,,P38,2022-09-11 20:31:13.155985,0.6505,0.6871,4.67,22.50,15.47,18.86,,,2022-09-12 00:37:46.892105+00:00,postgres,2022-09-12 00:37:46.892105+00:00,postgres
S14553,R1454,3,tsDrp,,P40,2022-09-11 20:31:15.712354,0.6871,0.3239,15.47,18.86,16.26,7.84,,,2022-09-12 00:37:46.893106+00:00,postgres,2022-09-12 00:37:46.893106+00:00,postgres
S14579,R1455,1,SE,,P38,2022-09-11 20:32:24.182008,,0.4845,7.28,22.50,5.01,21.14,,,2022-09-12 00:37:46.920216+00:00,postgres,2022-09-12 00:37:46.920216+00:00,postgres
S14580,R1455,2,R,,P39,2022-09-11 20:32:26.150090,0.4845,0.6483,5.01,21.14,11.72,21.59,,,2022-09-12 00:37:46.921220+00:00,postgres,2022-09-12 00:37:46.921220+00:00,postgres
S14581,R1455,3,tsDrp,,P37,2022-09-11 20:32:28.593690,0.6483,0.7191,11.72,21.59,8.42,6.48,,,2022-09-12 00:37:46.922206+00:00,postgres,2022-09-12 00:37:46.922206+00:00,postgres
S14587,R1456,1,SE,,P38,2022-09-11 20:32:46.269533,,0.3453,14.10,22.39,18.08,21.14,,,2022-09-12 00:37:46.928622+00:00,postgres,2022-09-12 00:37:46.928622+00:00,postgres
S14588,R1456,2,R,,P40,2022-09-11 20:32:47.833302,0.3453,0.8303,18.08,21.14,9.22,21.59,,,2022-09-12 00:37:46.929910+00:00,postgres,2022-09-12 00:37:46.929910+00:00,postgres
S14589,R1456,3,tsDrp,,P38,2022-09-11 20:32:50.805260,0.8303,0.4328,9.22,21.59,8.87,7.50,,,2022-09-12 00:37:46.930942+00:00,postgres,2022-09-12 00:37:46.930942+00:00,postgres
S14673,R1467,1,SE,,P45,2022-09-15 18:51:53.152336,,0.4471,13.41,21.87,17.89,21.10,,,2022-09-23 03:01:15.444326+00:00,postgres,2022-09-23 03:01:15.444326+00:00,postgres
S14592,R1457,1,SE,,P37,2022-09-11 20:33:02.753167,,0.4435,2.62,22.05,5.01,21.02,,,2022-09-12 00:37:46.934210+00:00,postgres,2022-09-12 00:37:46.934210+00:00,postgres
S14593,R1457,2,R,,P39,2022-09-11 20:33:04.602266,0.4435,,5.01,21.02,,,,,2022-09-12 00:37:46.935210+00:00,postgres,2022-09-12 00:37:46.935210+00:00,postgres
S14594,R1458,1,SE,,P37,2022-09-11 20:33:15.099496,,0.5490,16.26,21.82,22.74,21.71,,,2022-09-12 00:37:46.936757+00:00,postgres,2022-09-12 00:37:46.936757+00:00,postgres
S14595,R1458,2,R,,P40,2022-09-11 20:33:17.254763,0.5490,0.8183,22.74,21.71,14.78,20.91,,,2022-09-12 00:37:46.937770+00:00,postgres,2022-09-12 00:37:46.937770+00:00,postgres
S14596,R1458,3,tsDrp,,P37,2022-09-11 20:33:20.192000,0.8183,0.5174,14.78,20.91,17.97,5.45,,,2022-09-12 00:37:46.938772+00:00,postgres,2022-09-12 00:37:46.938772+00:00,postgres
S14600,R1459,1,SE,,P39,2022-09-11 20:33:37.206499,,0.4325,8.99,21.82,5.01,22.16,,,2022-09-12 00:37:46.943123+00:00,postgres,2022-09-12 00:37:46.943123+00:00,postgres
S14601,R1459,2,R,,P38,2022-09-11 20:33:39.023624,0.4325,0.6339,5.01,22.16,11.15,18.41,,,2022-09-12 00:37:46.944081+00:00,postgres,2022-09-12 00:37:46.944081+00:00,postgres
S14602,R1459,3,tsDrp,,P40,2022-09-11 20:33:41.425550,0.6339,,11.15,18.41,,,,,2022-09-12 00:37:46.945213+00:00,postgres,2022-09-12 00:37:46.945213+00:00,postgres
S1689,R146,1,SE,SE,P4,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.939054+00:00,postgres
S1690,R146,2,R,R,P2,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.939368+00:00,postgres
S1691,R146,3,tsDrp,tsDrp,P4,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.939677+00:00,postgres
S14603,R1460,1,SE,,P40,2022-09-11 20:33:56.248403,,0.6443,16.03,20.68,19.90,21.59,,,2022-09-12 00:37:46.946871+00:00,postgres,2022-09-12 00:37:46.946871+00:00,postgres
S14604,R1460,2,R,,P37,2022-09-11 20:33:58.680340,0.6443,0.7002,19.90,21.59,19.33,18.52,,,2022-09-12 00:37:46.947887+00:00,postgres,2022-09-12 00:37:46.947887+00:00,postgres
S14605,R1460,3,tsDrp,,P40,2022-09-11 20:34:01.274710,0.7002,0.4357,19.33,18.52,16.03,7.27,,,2022-09-12 00:37:46.948879+00:00,postgres,2022-09-12 00:37:46.948879+00:00,postgres
S14627,R1461,1,SE,,P38,2022-09-11 20:34:53.991141,,0.3026,8.08,22.50,8.99,22.39,,,2022-09-12 00:37:46.971736+00:00,postgres,2022-09-12 00:37:46.971736+00:00,postgres
S14628,R1461,2,R,,P39,2022-09-11 20:34:55.431133,0.3026,0.4039,8.99,22.39,12.17,22.16,,,2022-09-12 00:37:46.972751+00:00,postgres,2022-09-12 00:37:46.972751+00:00,postgres
S14629,R1461,3,tsDrv,,P37,2022-09-11 20:34:57.165241,0.4039,0.1378,12.17,22.16,7.40,6.48,,,2022-09-12 00:37:46.973749+00:00,postgres,2022-09-12 00:37:46.973749+00:00,postgres
S14674,R1467,2,R,,P42,2022-09-15 18:51:54.911889,0.4471,0.6543,17.89,21.10,11.36,22.25,,,2022-09-23 03:01:15.445399+00:00,postgres,2022-09-23 03:01:15.445399+00:00,postgres
S14634,R1462,1,SE,,P37,2022-09-11 20:35:16.166375,,0.5140,14.78,21.93,19.90,22.16,,,2022-09-12 00:37:46.979996+00:00,postgres,2022-09-12 00:37:46.979996+00:00,postgres
S14635,R1462,2,R,,P40,2022-09-11 20:35:18.220119,0.5140,0.7658,19.90,22.16,16.60,20.80,,,2022-09-12 00:37:46.981039+00:00,postgres,2022-09-12 00:37:46.981039+00:00,postgres
S14641,R1463,1,SE,,P39,2022-09-11 20:35:42.478087,,0.8292,7.85,21.36,2.96,22.84,,,2022-09-12 00:37:46.987454+00:00,postgres,2022-09-12 00:37:46.987454+00:00,postgres
S14642,R1463,2,R,,P38,2022-09-11 20:35:45.446864,0.8292,0.4750,2.96,22.84,11.15,18.98,,,2022-09-12 00:37:46.988464+00:00,postgres,2022-09-12 00:37:46.988464+00:00,postgres
S14643,R1463,3,tsDrp,,P40,2022-09-11 20:35:47.387216,0.4750,0.5204,11.15,18.98,16.26,6.70,,,2022-09-12 00:37:46.989462+00:00,postgres,2022-09-12 00:37:46.989462+00:00,postgres
S14651,R1464,1,SE,,P42,2022-09-15 18:50:43.792875,,0.4732,5.10,20.21,5.61,20.72,,,2022-09-23 03:01:15.413886+00:00,postgres,2022-09-23 03:01:15.413886+00:00,postgres
S14652,R1464,2,R,,P44,2022-09-15 18:50:45.621867,0.4732,0.5823,5.61,20.72,6.89,18.80,,,2022-09-23 03:01:15.418387+00:00,postgres,2022-09-23 03:01:15.418387+00:00,postgres
S14653,R1464,3,tsDrp,,P42,2022-09-15 18:50:47.740870,0.5823,0.2178,6.89,18.80,15.46,4.86,,,2022-09-23 03:01:15.419720+00:00,postgres,2022-09-23 03:01:15.419720+00:00,postgres
S14657,R1465,1,SE,,P42,2022-09-15 18:51:04.104853,,0.4926,13.79,20.33,15.20,20.84,,,2022-09-23 03:01:15.424741+00:00,postgres,2022-09-23 03:01:15.424741+00:00,postgres
S14658,R1465,2,R,,P45,2022-09-15 18:51:05.985492,0.4926,0.6035,15.20,20.84,11.49,16.88,,,2022-09-23 03:01:15.425828+00:00,postgres,2022-09-23 03:01:15.425828+00:00,postgres
S14659,R1465,3,tsDrv,,P42,2022-09-15 18:51:08.160845,0.6035,0.1435,11.49,16.88,8.55,7.29,,,2022-09-23 03:01:15.426891+00:00,postgres,2022-09-23 03:01:15.426891+00:00,postgres
S14665,R1465,9,D,,P42,2022-09-15 18:51:16.862142,0.4100,,17.12,6.27,,,,,2022-09-23 03:01:15.433624+00:00,postgres,2022-09-23 03:01:15.433624+00:00,postgres
S14666,R1466,1,SE,,P44,2022-09-15 18:51:31.380753,,0.4702,7.27,21.48,1.39,21.23,,,2022-09-23 03:01:15.435533+00:00,postgres,2022-09-23 03:01:15.435533+00:00,postgres
S14667,R1466,2,R,,P43,2022-09-15 18:51:33.201781,0.4702,0.7026,1.39,21.23,14.05,21.36,,,2022-09-23 03:01:15.436670+00:00,postgres,2022-09-23 03:01:15.436670+00:00,postgres
S14668,R1466,3,tsDrv,,P45,2022-09-15 18:51:35.640568,0.7026,0.1157,14.05,21.36,2.54,5.88,,,2022-09-23 03:01:15.437764+00:00,postgres,2022-09-23 03:01:15.437764+00:00,postgres
S14675,R1467,3,tsDrp,,P45,2022-09-15 18:51:57.222457,0.6543,0.4653,11.36,22.25,13.15,5.63,,,2022-09-23 03:01:15.446459+00:00,postgres,2022-09-23 03:01:15.446459+00:00,postgres
S14689,R1468,1,SE,,P45,2022-09-15 18:52:32.781510,,0.3944,6.89,21.23,2.41,21.23,,,2022-09-23 03:01:15.462513+00:00,postgres,2022-09-23 03:01:15.462513+00:00,postgres
S14690,R1468,2,R,,P43,2022-09-15 18:52:34.400899,0.3944,0.6811,2.41,21.23,14.56,22.25,,,2022-09-23 03:01:15.463526+00:00,postgres,2022-09-23 03:01:15.463526+00:00,postgres
S14691,R1468,3,tsDrp,,P45,2022-09-15 18:52:36.782535,0.6811,0.2362,14.56,22.25,6.38,5.63,,,2022-09-23 03:01:15.464553+00:00,postgres,2022-09-23 03:01:15.464553+00:00,postgres
S14701,R1469,1,SE,,P43,2022-09-15 18:53:03.984130,,0.4952,2.80,20.46,2.16,21.87,,,2022-09-23 03:01:15.477366+00:00,postgres,2022-09-23 03:01:15.477366+00:00,postgres
S14702,R1469,2,R,,P45,2022-09-15 18:53:05.871486,0.4952,0.8900,2.16,21.87,3.69,18.54,,,2022-09-23 03:01:15.478414+00:00,postgres,2022-09-23 03:01:15.478414+00:00,postgres
S14703,R1469,3,tsDrp,,P43,2022-09-15 18:53:08.808763,0.8900,0.1471,3.69,18.54,3.44,7.29,,,2022-09-23 03:01:15.479493+00:00,postgres,2022-09-23 03:01:15.479493+00:00,postgres
S1694,R147,1,SE,SE,P2,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.941012+00:00,postgres
S1695,R147,2,R,R,P4,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.941325+00:00,postgres
S1696,R147,3,tsDrp,tsDrp,P1,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.941635+00:00,postgres
S1703,R147,10,SP,SP,P3,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.943855+00:00,postgres
S14706,R1470,1,SE,,P42,2022-09-15 18:53:23.837141,,0.5464,13.92,20.21,11.49,21.23,,,2022-09-23 03:01:15.483789+00:00,postgres,2022-09-23 03:01:15.483789+00:00,postgres
S14707,R1470,2,R,,P44,2022-09-15 18:53:25.860733,0.5464,0.6030,11.49,21.23,13.03,14.96,,,2022-09-23 03:01:15.484861+00:00,postgres,2022-09-23 03:01:15.484861+00:00,postgres
S14708,R1470,3,tsDrp,,P42,2022-09-15 18:53:28.034725,0.6030,0.1759,13.03,14.96,17.25,6.52,,,2022-09-23 03:01:15.485917+00:00,postgres,2022-09-23 03:01:15.485917+00:00,postgres
S14709,R1470,4,D,,P44,2022-09-15 18:53:29.073396,0.1759,,17.25,6.52,,,,,2022-09-23 03:01:15.487201+00:00,postgres,2022-09-23 03:01:15.487201+00:00,postgres
S14710,R1471,1,SE,,P42,2022-09-15 18:53:43.664065,,0.4761,4.46,20.08,-1.17,21.87,,,2022-09-23 03:01:15.488724+00:00,postgres,2022-09-23 03:01:15.488724+00:00,postgres
S14711,R1471,2,R,,P45,2022-09-15 18:53:45.500685,0.4761,0.7152,-1.17,21.87,6.38,18.54,,,2022-09-23 03:01:15.489770+00:00,postgres,2022-09-23 03:01:15.489770+00:00,postgres
S14712,R1471,3,tsDrv,,P42,2022-09-15 18:53:47.973074,0.7152,,6.38,18.54,,,,,2022-09-23 03:01:15.490838+00:00,postgres,2022-09-23 03:01:15.490838+00:00,postgres
S14713,R1472,1,SE,,P42,2022-09-15 18:54:03.926377,,0.5662,14.56,20.97,16.48,21.36,,,2022-09-23 03:01:15.492301+00:00,postgres,2022-09-23 03:01:15.492301+00:00,postgres
S14714,R1472,2,R,,P44,2022-09-15 18:54:06.002687,0.5662,0.5329,16.48,21.36,23.26,15.60,,,2022-09-23 03:01:15.493340+00:00,postgres,2022-09-23 03:01:15.493340+00:00,postgres
S14715,R1472,3,tsDrp,,P42,2022-09-15 18:54:07.990460,0.5329,0.1577,23.26,15.60,8.81,7.16,,,2022-09-23 03:01:15.494381+00:00,postgres,2022-09-23 03:01:15.494381+00:00,postgres
S14721,R1473,1,SE,,P42,2022-09-15 18:55:02.164884,,0.1937,2.67,19.44,2.54,21.23,,,2022-09-23 03:01:15.501701+00:00,postgres,2022-09-23 03:01:15.501701+00:00,postgres
S14722,R1473,2,R,,P45,2022-09-15 18:55:03.250641,0.1937,0.4510,2.54,21.23,3.95,17.01,,,2022-09-23 03:01:15.502786+00:00,postgres,2022-09-23 03:01:15.502786+00:00,postgres
S14723,R1473,3,tsDrv,,P42,2022-09-15 18:55:05.020495,0.4510,0.1041,3.95,17.01,10.47,7.93,,,2022-09-23 03:01:15.503866+00:00,postgres,2022-09-23 03:01:15.503866+00:00,postgres
S14731,R1473,11,D,,P43,2022-09-15 18:55:13.032505,0.4667,,0.37,0.26,,,,,2022-09-23 03:01:15.512576+00:00,postgres,2022-09-23 03:01:15.512576+00:00,postgres
S14732,R1474,1,SE,,P42,2022-09-15 18:55:42.947498,,0.2566,16.35,20.46,15.58,21.74,,,2022-09-23 03:01:15.514035+00:00,postgres,2022-09-23 03:01:15.514035+00:00,postgres
S14733,R1474,2,R,,P44,2022-09-15 18:55:44.200506,0.2566,0.4172,15.58,21.74,7.78,16.50,,,2022-09-23 03:01:15.515140+00:00,postgres,2022-09-23 03:01:15.515140+00:00,postgres
S14734,R1474,3,tsDrp,,P43,2022-09-15 18:55:45.880721,0.4172,0.1878,7.78,16.50,4.08,6.78,,,2022-09-23 03:01:15.516327+00:00,postgres,2022-09-23 03:01:15.516327+00:00,postgres
S14739,R1475,1,SE,,P45,2022-09-15 18:56:20.321303,,0.3970,6.76,21.61,0.88,20.59,,,2022-09-23 03:01:15.523097+00:00,postgres,2022-09-23 03:01:15.523097+00:00,postgres
S14740,R1475,2,R,,P43,2022-09-15 18:56:21.947632,0.3970,0.6257,0.88,20.59,12.26,22.38,,,2022-09-23 03:01:15.524135+00:00,postgres,2022-09-23 03:01:15.524135+00:00,postgres
S14741,R1475,3,tsDrv,,P45,2022-09-15 18:56:24.182100,0.6257,0.1971,12.26,22.38,12.13,5.50,,,2022-09-23 03:01:15.525182+00:00,postgres,2022-09-23 03:01:15.525182+00:00,postgres
S14744,R1476,1,SE,,P44,2022-09-15 18:56:38.562017,,0.4014,11.24,21.61,13.79,20.33,,,2022-09-23 03:01:15.528746+00:00,postgres,2022-09-23 03:01:15.528746+00:00,postgres
S14745,R1476,2,R,,P42,2022-09-15 18:56:40.200021,0.4014,0.5786,13.79,20.33,7.27,22.00,,,2022-09-23 03:01:15.530260+00:00,postgres,2022-09-23 03:01:15.530260+00:00,postgres
S14746,R1476,3,tsDrp,,P44,2022-09-15 18:56:42.309260,0.5786,0.3414,7.27,22.00,12.00,8.18,,,2022-09-23 03:01:15.531323+00:00,postgres,2022-09-23 03:01:15.531323+00:00,postgres
S14748,R1477,1,SE,,P44,2022-09-15 18:57:01.305132,,0.4156,7.91,20.97,1.39,20.33,,,2022-09-23 03:01:15.535332+00:00,postgres,2022-09-23 03:01:15.535332+00:00,postgres
S14749,R1477,2,R,,P43,2022-09-15 18:57:02.980955,0.4156,0.5701,1.39,20.33,1.65,18.54,,,2022-09-23 03:01:15.536401+00:00,postgres,2022-09-23 03:01:15.536401+00:00,postgres
S14750,R1477,3,tsDrp,,P44,2022-09-15 18:57:05.067711,0.5701,0.2689,1.65,18.54,16.48,4.86,,,2022-09-23 03:01:15.537420+00:00,postgres,2022-09-23 03:01:15.537420+00:00,postgres
S14792,R1484,2,R,,P45,2022-09-15 19:00:23.965359,0.6749,0.8255,4.33,21.74,9.32,16.75,,,2022-09-23 03:01:15.588690+00:00,postgres,2022-09-23 03:01:15.588690+00:00,postgres
S14764,R1478,1,SE,,P44,2022-09-15 18:58:06.191009,,0.4854,11.24,21.10,21.85,20.59,,,2022-09-23 03:01:15.554317+00:00,postgres,2022-09-23 03:01:15.554317+00:00,postgres
S14765,R1478,2,R,,P42,2022-09-15 18:58:08.052491,0.4854,0.7161,21.85,20.59,9.19,22.12,,,2022-09-23 03:01:15.555350+00:00,postgres,2022-09-23 03:01:15.555350+00:00,postgres
S14766,R1478,3,tsDrp,,P44,2022-09-15 18:58:10.527240,0.7161,0.2343,9.19,22.12,16.35,5.24,,,2022-09-23 03:01:15.556373+00:00,postgres,2022-09-23 03:01:15.556373+00:00,postgres
S14768,R1479,1,SE,,P43,2022-09-15 18:58:24.499080,,0.6503,4.84,20.97,6.38,21.74,,,2022-09-23 03:01:15.558921+00:00,postgres,2022-09-23 03:01:15.558921+00:00,postgres
S14769,R1479,2,R,,P45,2022-09-15 18:58:26.798958,0.6503,0.8254,6.38,21.74,3.56,20.72,,,2022-09-23 03:01:15.560002+00:00,postgres,2022-09-23 03:01:15.560002+00:00,postgres
S14770,R1479,3,tsL,,P43,2022-09-15 18:58:29.564323,0.8254,0.2655,3.56,20.72,7.91,8.57,,,2022-09-23 03:01:15.561070+00:00,postgres,2022-09-23 03:01:15.561070+00:00,postgres
S1704,R148,1,SE,SE,P1,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.944617+00:00,postgres
S1705,R148,2,R,R,P3,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.944927+00:00,postgres
S1706,R148,3,tsDrp,tsDrp,P2,,,,,,,,,,2022-07-30 21:41:10.918407+00:00,aspancak,2022-04-09 15:01:06.945241+00:00,postgres
S14773,R1480,1,SE,,P42,2022-09-15 18:58:45.769307,,0.3764,12.64,20.59,17.63,21.23,,,2022-09-23 03:01:15.564572+00:00,postgres,2022-09-23 03:01:15.564572+00:00,postgres
S14774,R1480,2,R,,P44,2022-09-15 18:58:47.340887,0.3764,0.5941,17.63,21.23,10.09,16.75,,,2022-09-23 03:01:15.566111+00:00,postgres,2022-09-23 03:01:15.566111+00:00,postgres
S14775,R1480,3,tsDrv,,P42,2022-09-15 18:58:49.491204,0.5941,0.1079,10.09,16.75,6.63,8.06,,,2022-09-23 03:01:15.567489+00:00,postgres,2022-09-23 03:01:15.567489+00:00,postgres
S14778,R1481,1,SE,,P42,2022-09-15 18:59:15.426257,,0.5311,1.77,20.46,-0.91,16.24,,,2022-09-23 03:01:15.571146+00:00,postgres,2022-09-23 03:01:15.571146+00:00,postgres
S14779,R1481,2,R,,P45,2022-09-15 18:59:17.409128,0.5311,0.3736,-0.91,16.24,2.67,16.50,,,2022-09-23 03:01:15.572220+00:00,postgres,2022-09-23 03:01:15.572220+00:00,postgres
