rally_id,match_id,game_id,rally_nbr,srv_team_id,srv_player_id,rtrn_team_id,rtrn_player_id,ts_player_id,ts_type,w_team_id,to_ind,to_team_id,rally_len,srv_switch_ind,rtrn_switch_ind,srv_team_flipped_ind,rtrn_team_flipped_ind,ending_type,ending_player_id,lob_cnt,dink_cnt,maint_dtm,maint_app,create_dtm,create_app
R1812,M24,G38,19,T38,P59,T32,P50,P59,Drive,T38,N,N/A,8.0,N,N,Y,Y,Other,N/A,0,1,2022-10-16 19:22:35.168742+00:00,postgres,2022-10-16 19:22:35.168742+00:00,postgres
R1814,M24,G38,21,T32,P49,T38,P59,P50,Drop,T32,N,N/A,16.0,N,N,Y,N,Other,N/A,0,11,2022-10-16 19:22:35.215862+00:00,postgres,2022-10-16 19:22:35.215862+00:00,postgres
R1817,M24,G38,24,T32,P50,T38,P60,P50,Drive,T38,N,N/A,9.0,N,N,Y,N,Other,N/A,1,1,2022-10-16 19:22:35.249702+00:00,postgres,2022-10-16 19:22:35.249702+00:00,postgres
R1818,M24,G38,25,T38,P59,T32,P49,P60,Drop,T32,N,N/A,7.0,N,N,N,Y,Other,N/A,0,0,2022-10-16 19:22:35.260573+00:00,postgres,2022-10-16 19:22:35.260573+00:00,postgres
R1820,M24,G38,27,T32,P49,T38,P59,P49,Drive,T38,N,N/A,6.0,N,N,Y,N,Other,N/A,0,0,2022-10-16 19:22:35.274599+00:00,postgres,2022-10-16 19:22:35.274599+00:00,postgres
R1821,M24,G38,28,T32,P50,T38,P60,P50,Drive,T32,N,N/A,8.0,N,N,Y,N,Other,N/A,0,0,2022-10-16 19:22:35.282272+00:00,postgres,2022-10-16 19:22:35.282272+00:00,postgres
R1824,M24,G38,31,T32,P50,T38,P60,P50,Drop,T32,N,N/A,16.0,N,N,Y,N,Other,N/A,0,1,2022-10-16 19:22:35.297086+00:00,postgres,2022-10-16 19:22:35.297086+00:00,postgres
R1825,M24,G38,32,T32,P50,T38,P59,P50,Drop,T38,N,N/A,10.0,Y,N,N,N,Other,N/A,1,0,2022-10-16 19:22:35.315542+00:00,postgres,2022-10-16 19:22:35.315542+00:00,postgres
R1829,M24,G38,36,T32,P49,T38,P60,P50,Drop,T38,N,N/A,7.0,Y,N,N,N,Other,N/A,0,0,2022-10-16 19:22:35.361752+00:00,postgres,2022-10-16 19:22:35.361752+00:00,postgres
R1830,M24,G38,37,T38,P59,T32,P50,P59,Drop,T38,N,N/A,16.0,Y,N,N,N,Other,N/A,0,8,2022-10-16 19:22:35.370974+00:00,postgres,2022-10-16 19:22:35.370974+00:00,postgres
R1831,M24,G38,38,T38,P59,T32,P49,P59,Lob,T32,N,N/A,8.0,N,N,Y,N,Other,N/A,1,0,2022-10-16 19:22:35.391041+00:00,postgres,2022-10-16 19:22:35.391041+00:00,postgres
R1835,M24,G38,42,T32,P50,T38,P60,P50,Drive,T32,N,N/A,12.0,N,N,Y,N,Other,N/A,0,2,2022-10-16 19:22:35.429274+00:00,postgres,2022-10-16 19:22:35.429274+00:00,postgres
R1839,M24,G38,46,T32,P49,T38,P59,P49,Drive,T32,N,N/A,5.0,N,N,Y,N,Other,N/A,0,2,2022-10-16 19:22:35.481615+00:00,postgres,2022-10-16 19:22:35.481615+00:00,postgres
R1796,M24,G38,3,T38,P59,T32,P49,P59,Drop,T38,N,N/A,5.0,N,N,Y,N,Winner,P60,0,0,2022-10-16 19:22:35.003660+00:00,postgres,2022-10-16 19:22:35.003660+00:00,postgres
R1798,M24,G38,5,T38,P59,T32,P49,P60,Drop,T32,N,N/A,13.0,N,N,Y,N,Error,P59,0,5,2022-10-16 19:22:35.028069+00:00,postgres,2022-10-16 19:22:35.028069+00:00,postgres
R1801,M24,G38,8,T32,P49,T38,P59,P49,Drive,T38,N,N/A,3.0,N,N,N,Y,Unforced Error,P49,0,0,2022-10-16 19:22:35.076834+00:00,postgres,2022-10-16 19:22:35.076834+00:00,postgres
R1803,M24,G38,10,T38,P60,T32,P49,P60,Drop,T32,N,N/A,3.0,N,N,N,N,Unforced Error,P60,0,0,2022-10-16 19:22:35.086532+00:00,postgres,2022-10-16 19:22:35.086532+00:00,postgres
R1805,M24,G38,12,T38,P59,T32,P49,P59,Drive,T32,N,N/A,3.0,N,N,Y,N,Unforced Error,P59,0,0,2022-10-16 19:22:35.101830+00:00,postgres,2022-10-16 19:22:35.101830+00:00,postgres
R907,M12,G20,1,T17,P6,T18,P23,N/A,Drive,T17,N,N/A,3.0,N,N,N,N,Other,N/A,0,0,2022-08-15 02:15:40.908171+00:00,postgres,2022-08-15 02:15:40.908171+00:00,postgres
R372,M4,G8,36,T5,N/A,T4,N/A,N/A,N/A,N/A,Y,T4,,N,N,N/A,N/A,N/A,N/A,0,0,2022-06-20 19:06:49.467905+00:00,postgres,2022-06-20 19:06:49.467905+00:00,postgres
R1807,M24,G38,14,T32,P50,T38,P59,P50,Drive,T38,N,N/A,3.0,N,N,Y,Y,Error,P50,0,0,2022-10-16 19:22:35.113332+00:00,postgres,2022-10-16 19:22:35.113332+00:00,postgres
R1809,M24,G38,16,T38,P60,T32,P49,P59,Drive,T38,N,N/A,13.0,N,N,Y,Y,Winner,P59,0,2,2022-10-16 19:22:35.125626+00:00,postgres,2022-10-16 19:22:35.125626+00:00,postgres
R371,M4,G8,35,T5,P9,T4,P6,P9,Drive,T5,N,N/A,7.0,Y,Y,N,Y,Winner,P9,0,2,2022-06-20 19:06:49.464055+00:00,postgres,2022-06-20 19:06:49.464055+00:00,postgres
R1810,M24,G38,17,T38,P60,T32,P50,P59,Drop,T32,N,N/A,14.0,N,N,N,Y,Winner,P50,0,6,2022-10-16 19:22:35.144130+00:00,postgres,2022-10-16 19:22:35.144130+00:00,postgres
R1823,M24,G38,30,T32,N/A,T38,N/A,N/A,N/A,N/A,Y,T38,,N,N,N/A,N/A,N/A,N/A,0,0,2022-10-16 19:22:35.296647+00:00,postgres,2022-10-16 19:22:35.296647+00:00,postgres
R1838,M24,G38,45,T32,N/A,T38,N/A,N/A,N/A,N/A,Y,T38,,N,N,N/A,N/A,N/A,N/A,0,0,2022-10-16 19:22:35.481160+00:00,postgres,2022-10-16 19:22:35.481160+00:00,postgres
R1811,M24,G38,18,T38,P59,T32,P49,P59,Drive,T38,N,N/A,4.0,N,N,N,Y,Error,P50,0,0,2022-10-16 19:22:35.163049+00:00,postgres,2022-10-16 19:22:35.163049+00:00,postgres
R1813,M24,G38,20,T38,P59,T32,P49,P60,Drive,T32,N,N/A,30.0,N,N,N,Y,Winner,P50,0,12,2022-10-16 19:22:35.178329+00:00,postgres,2022-10-16 19:22:35.178329+00:00,postgres
R1815,M24,G38,22,T32,P49,T38,P60,P50,Drive,T32,N,N/A,4.0,Y,N,N,N,Error,P59,0,0,2022-10-16 19:22:35.234656+00:00,postgres,2022-10-16 19:22:35.234656+00:00,postgres
R1816,M24,G38,23,T32,P49,T38,P59,P50,Drop,T38,N,N/A,5.0,N,N,Y,N,Error,P50,0,3,2022-10-16 19:22:35.242280+00:00,postgres,2022-10-16 19:22:35.242280+00:00,postgres
R1819,M24,G38,26,T38,P60,T32,P50,P60,Drop,T32,N,N/A,4.0,N,N,N,Y,Winner,P50,0,0,2022-10-16 19:22:35.268909+00:00,postgres,2022-10-16 19:22:35.268909+00:00,postgres
R1826,M24,G38,33,T38,P59,T32,P50,P59,Drop,T32,N,N/A,15.0,N,N,N,N,Error,P60,0,11,2022-10-16 19:22:35.328748+00:00,postgres,2022-10-16 19:22:35.328748+00:00,postgres
R1827,M24,G38,34,T38,P60,T32,P49,P60,Drive,T32,N,N/A,5.0,N,N,N,N,Error,P60,0,0,2022-10-16 19:22:35.347501+00:00,postgres,2022-10-16 19:22:35.347501+00:00,postgres
R1828,M24,G38,35,T32,P50,T38,P59,P49,Drive,T38,N,N/A,4.0,N,N,N,N,Winner,P60,0,0,2022-10-16 19:22:35.354413+00:00,postgres,2022-10-16 19:22:35.354413+00:00,postgres
R1832,M24,G38,39,T38,P60,T32,P50,P59,Drop,T38,N,N/A,5.0,N,N,Y,N,Winner,P60,0,1,2022-10-16 19:22:35.401889+00:00,postgres,2022-10-16 19:22:35.401889+00:00,postgres
R1834,M24,G38,41,T32,P50,T38,P59,P50,Drop,T32,N,N/A,8.0,Y,N,N,N,Unforced Error,P60,0,0,2022-10-16 19:22:35.413719+00:00,postgres,2022-10-16 19:22:35.413719+00:00,postgres
R1836,M24,G38,43,T32,P50,T38,P59,P49,Drop,T38,N,N/A,13.0,Y,N,N,N,Error,P50,2,0,2022-10-16 19:22:35.448478+00:00,postgres,2022-10-16 19:22:35.448478+00:00,postgres
R1837,M24,G38,44,T32,P49,T38,P60,P50,Drop,T32,N,N/A,7.0,Y,N,N,N,Winner,P49,0,3,2022-10-16 19:22:35.469642+00:00,postgres,2022-10-16 19:22:35.469642+00:00,postgres
R1841,M24,G38,48,T32,P49,T38,P59,P49,Drop,T32,N,N/A,4.0,N,N,Y,N,Error,P60,0,2,2022-10-16 19:22:35.491174+00:00,postgres,2022-10-16 19:22:35.491174+00:00,postgres
R1847,M24,G39,6,T38,P60,T32,P49,P60,Drop,T38,N,N/A,14.0,N,N,N,N,Other,N/A,0,6,2022-10-16 19:23:06.340432+00:00,postgres,2022-10-16 19:23:06.340432+00:00,postgres
R1850,M24,G39,9,T38,P60,T32,P49,P60,Drop,T38,N,N/A,12.0,N,N,N,N,Other,N/A,0,5,2022-10-16 19:23:06.364458+00:00,postgres,2022-10-16 19:23:06.364458+00:00,postgres
R1173,M15,G24,41,T23,N/A,T22,N/A,N/A,N/A,N/A,Y,T22,,N,N,N/A,N/A,N/A,N/A,0,0,2022-08-31 01:55:18.521101+00:00,postgres,2022-08-31 01:55:18.521101+00:00,postgres
R1164,M15,G24,32,T23,P35,T22,P33,P35,Drive,T22,N,N/A,5.0,Y,Y,Y,Y,Unforced Error,P34,0,0,2022-08-31 01:55:18.444637+00:00,postgres,2022-08-31 01:55:18.444637+00:00,postgres
R1165,M15,G24,33,T23,P34,T22,P32,P35,Drop,T23,N,N/A,8.0,Y,Y,Y,Y,Unforced Error,P33,0,0,2022-08-31 01:55:18.451109+00:00,postgres,2022-08-31 01:55:18.451109+00:00,postgres
R1166,M15,G24,34,T23,P34,T22,P33,P35,Drop,T22,N,N/A,10.0,N,N,N,Y,Winner,P33,0,4,2022-08-31 01:55:18.459530+00:00,postgres,2022-08-31 01:55:18.459530+00:00,postgres
R1167,M15,G24,35,T22,P33,T23,P34,P33,Drive,T23,N,N/A,9.0,Y,N,Y,N,Unforced Error,P32,0,1,2022-08-31 01:55:18.470228+00:00,postgres,2022-08-31 01:55:18.470228+00:00,postgres
R1168,M15,G24,36,T22,P32,T23,P35,P32,Drop,T22,N,N/A,6.0,Y,N,Y,N,Unforced Error,P34,0,0,2022-08-31 01:55:18.479649+00:00,postgres,2022-08-31 01:55:18.479649+00:00,postgres
R1169,M15,G24,37,T22,P32,T23,P34,P33,Drive,T23,N,N/A,8.0,N,N,N,N,Winner,P34,0,0,2022-08-31 01:55:18.486374+00:00,postgres,2022-08-31 01:55:18.486374+00:00,postgres
R1170,M15,G24,38,T23,P34,T22,P32,P35,Drive,T22,N,N/A,5.0,N,N,N,N,Unforced Error,P34,0,0,2022-08-31 01:55:18.494862+00:00,postgres,2022-08-31 01:55:18.494862+00:00,postgres
R1174,M15,G24,42,T23,P35,T22,P33,P35,Drop,T22,N,N/A,7.0,N,N,N,N,Unforced Error,P35,0,0,2022-08-31 01:55:18.521486+00:00,postgres,2022-08-31 01:55:18.521486+00:00,postgres
R1175,M15,G24,43,T22,P32,T23,P34,P33,Drop,T23,N,N/A,5.0,N,N,N,N,Unforced Error,P33,0,0,2022-08-31 01:55:18.529302+00:00,postgres,2022-08-31 01:55:18.529302+00:00,postgres
R1176,M15,G24,44,T22,P33,T23,P35,P33,Drop,T22,N,N/A,8.0,N,N,N,N,Unforced Error,P34,0,0,2022-08-31 01:55:18.534976+00:00,postgres,2022-08-31 01:55:18.534976+00:00,postgres
R1177,M15,G24,45,T22,P33,T23,P34,P33,Drive,T23,N,N/A,3.0,Y,N,Y,N,Unforced Error,P33,0,0,2022-08-31 01:55:18.543460+00:00,postgres,2022-08-31 01:55:18.543460+00:00,postgres
R1178,M15,G24,46,T23,P34,T22,P33,P35,Drop,T23,N,N/A,4.0,N,N,N,Y,Unforced Error,P33,0,0,2022-08-31 01:55:18.546848+00:00,postgres,2022-08-31 01:55:18.546848+00:00,postgres
R1171,M15,G24,39,T23,P35,T22,P33,P35,Drop,T23,N,N/A,16.0,N,N,N,N,Unforced Error,P33,0,5,2022-08-31 01:55:18.501022+00:00,postgres,2022-08-31 01:55:18.501022+00:00,postgres
R949,M12,G20,43,T17,P24,T18,P13,P24,Drop,T18,N,N/A,11.0,N,N,N,N,Other,N/A,0,2,2022-08-15 02:15:41.343592+00:00,postgres,2022-08-15 02:15:41.343592+00:00,postgres
R417,M4,G9,28,T4,P7,T5,P8,P7,Drive,T5,N,N/A,7.0,Y,N,Y,Y,Other,N/A,0,0,2022-06-20 19:07:15.546932+00:00,postgres,2022-06-20 19:07:15.546932+00:00,postgres
R418,M4,G9,29,T4,P6,T5,P9,P6,Drop,T4,N,N/A,28.0,Y,Y,Y,Y,Other,N/A,0,21,2022-06-20 19:07:15.550877+00:00,postgres,2022-06-20 19:07:15.550877+00:00,postgres
R419,M4,G9,30,T4,P6,T5,P8,P6,Drop,T4,N,N/A,8.0,N,N,N,Y,Other,N/A,0,2,2022-06-20 19:07:15.565089+00:00,postgres,2022-06-20 19:07:15.565089+00:00,postgres
R1849,M24,G39,8,T38,N/A,T32,N/A,N/A,N/A,N/A,Y,T32,,N,N,N/A,N/A,N/A,N/A,0,0,2022-10-16 19:23:06.363926+00:00,postgres,2022-10-16 19:23:06.363926+00:00,postgres
R974,M12,G21,1,T17,P6,T18,P23,P24,Drop,T18,N,N/A,9.0,N,N,N,N,Other,N/A,1,0,2022-08-16 21:22:00.901928+00:00,postgres,2022-08-16 21:22:00.901928+00:00,postgres
R975,M12,G21,2,T18,P23,T17,P6,P23,Drop,T17,N,N/A,17.0,N,N,N,N,Unforced Error,P23,0,10,2022-08-16 21:22:00.937097+00:00,postgres,2022-08-16 21:22:00.937097+00:00,postgres
R976,M12,G21,3,T18,P13,T17,P24,P13,Drop,T18,N,N/A,10.0,N,N,N,N,Unforced Error,P6,0,5,2022-08-16 21:22:00.957568+00:00,postgres,2022-08-16 21:22:00.957568+00:00,postgres
R977,M12,G21,4,T18,P13,T17,P6,P23,Drop,T17,N,N/A,7.0,Y,N,Y,N,Unforced Error,P13,0,4,2022-08-16 21:22:00.969263+00:00,postgres,2022-08-16 21:22:00.969263+00:00,postgres
R979,M12,G21,6,T17,P24,T18,P23,P6,Drive,T17,N,N/A,18.0,N,Y,N,Y,Other,N/A,0,4,2022-08-16 21:22:00.986474+00:00,postgres,2022-08-16 21:22:00.986474+00:00,postgres
R980,M12,G21,7,T17,P24,T18,P13,P24,Drive,T18,N,N/A,5.0,Y,Y,Y,Y,Other,N/A,0,0,2022-08-16 21:22:01.006572+00:00,postgres,2022-08-16 21:22:01.006572+00:00,postgres
R981,M12,G21,8,T18,P13,T17,P24,P13,Drop,T17,N,N/A,6.0,Y,Y,Y,Y,Other,N/A,0,0,2022-08-16 21:22:01.012285+00:00,postgres,2022-08-16 21:22:01.012285+00:00,postgres
R982,M12,G21,9,T18,P23,T17,P6,P13,Drop,T18,N,N/A,58.0,N,Y,Y,Y,Other,N/A,3,33,2022-08-16 21:22:01.018821+00:00,postgres,2022-08-16 21:22:01.018821+00:00,postgres
R984,M12,G21,11,T18,P23,T17,P6,P13,Drop,T18,N,N/A,20.0,Y,Y,Y,Y,Other,N/A,0,15,2022-08-16 21:22:01.081940+00:00,postgres,2022-08-16 21:22:01.081940+00:00,postgres
R985,M12,G21,12,T18,P23,T17,P24,P23,Drop,T18,N,N/A,27.0,N,Y,N,Y,Winner,P13,0,19,2022-08-16 21:22:01.103858+00:00,postgres,2022-08-16 21:22:01.103858+00:00,postgres
R986,M12,G21,13,T18,P23,T17,P6,P13,Drive,T17,N,N/A,3.0,Y,Y,Y,Y,Unforced Error,P13,0,0,2022-08-16 21:22:01.133557+00:00,postgres,2022-08-16 21:22:01.133557+00:00,postgres
R987,M12,G21,14,T17,P24,T18,P13,P24,Drive,T18,N,N/A,3.0,Y,Y,Y,Y,Unforced Error,P24,0,0,2022-08-16 21:22:01.137175+00:00,postgres,2022-08-16 21:22:01.137175+00:00,postgres
R988,M12,G21,15,T17,P6,T18,P23,P6,Drop,T18,N,N/A,27.0,Y,Y,Y,Y,Other,N/A,0,16,2022-08-16 21:22:01.140658+00:00,postgres,2022-08-16 21:22:01.140658+00:00,postgres
R989,M12,G21,16,T18,P13,T17,P24,P13,Drop,T17,N,N/A,5.0,Y,Y,Y,Y,Other,N/A,0,0,2022-08-16 21:22:01.168513+00:00,postgres,2022-08-16 21:22:01.168513+00:00,postgres
R991,M12,G21,18,T17,P24,T18,P13,P24,Drop,T17,N,N/A,4.0,Y,Y,Y,Y,Unforced Error,P13,0,1,2022-08-16 21:22:01.182496+00:00,postgres,2022-08-16 21:22:01.182496+00:00,postgres
R992,M12,G21,19,T17,P24,T18,P23,P6,Drive,T17,N,N/A,4.0,N,Y,N,Y,Unforced Error,P13,0,0,2022-08-16 21:22:01.186852+00:00,postgres,2022-08-16 21:22:01.186852+00:00,postgres
R993,M12,G21,20,T17,P24,T18,P13,P24,Drop,T18,N,N/A,13.0,Y,Y,Y,Y,Other,N/A,0,6,2022-08-16 21:22:01.191392+00:00,postgres,2022-08-16 21:22:01.191392+00:00,postgres
R994,M12,G21,21,T17,P6,T18,P23,P6,Drive,T17,N,N/A,16.0,Y,Y,Y,Y,Unforced Error,P13,0,9,2022-08-16 21:22:01.205226+00:00,postgres,2022-08-16 21:22:01.205226+00:00,postgres
R995,M12,G21,22,T17,P6,T18,P13,P24,Drop,T17,N,N/A,6.0,N,Y,N,Y,Other,N/A,0,0,2022-08-16 21:22:01.222002+00:00,postgres,2022-08-16 21:22:01.222002+00:00,postgres
R997,M12,G21,24,T18,P13,T17,P24,P13,Drop,T18,N,N/A,34.0,Y,Y,Y,Y,Other,N/A,0,26,2022-08-16 21:22:01.234948+00:00,postgres,2022-08-16 21:22:01.234948+00:00,postgres
R999,M12,G21,26,T18,P13,T17,P24,P13,Drop,T18,N,N/A,24.0,Y,Y,Y,Y,Other,N/A,0,12,2022-08-16 21:22:01.272689+00:00,postgres,2022-08-16 21:22:01.272689+00:00,postgres
R1000,M12,G21,27,T18,P13,T17,P6,P23,Drop,T17,N,N/A,9.0,N,Y,N,Y,Other,N/A,0,0,2022-08-16 21:22:01.296969+00:00,postgres,2022-08-16 21:22:01.296969+00:00,postgres
R1001,M12,G21,28,T18,P23,T17,P24,P23,Drive,T18,N,N/A,29.0,N,Y,N,Y,Winner,P13,0,21,2022-08-16 21:22:01.307004+00:00,postgres,2022-08-16 21:22:01.307004+00:00,postgres
R1002,M12,G21,29,T18,P23,T17,P6,P23,Drop,T17,N,N/A,7.0,Y,Y,Y,Y,Other,N/A,0,0,2022-08-16 21:22:01.336373+00:00,postgres,2022-08-16 21:22:01.336373+00:00,postgres
R1003,M12,G21,30,T17,P24,T18,P13,P24,Drive,T18,N,N/A,3.0,Y,Y,Y,Y,Unforced Error,P24,0,0,2022-08-16 21:22:01.343921+00:00,postgres,2022-08-16 21:22:01.343921+00:00,postgres
R1004,M12,G21,31,T17,P6,T18,P23,P6,Drop,T18,N,N/A,17.0,Y,Y,Y,Y,Unforced Error,P24,0,14,2022-08-16 21:22:01.347298+00:00,postgres,2022-08-16 21:22:01.347298+00:00,postgres
R1005,M12,G21,32,T18,P13,T17,P24,P13,Drop,T17,N,N/A,9.0,Y,Y,Y,Y,Other,N/A,0,0,2022-08-16 21:22:01.364986+00:00,postgres,2022-08-16 21:22:01.364986+00:00,postgres
R1006,M12,G21,33,T18,P23,T17,P6,P23,Drive,T17,N,N/A,5.0,Y,Y,Y,Y,Other,N/A,0,0,2022-08-16 21:22:01.374312+00:00,postgres,2022-08-16 21:22:01.374312+00:00,postgres
R1007,M12,G21,34,T17,P24,T18,P13,P24,Drop,T18,N,N/A,5.0,Y,Y,Y,Y,Other,N/A,0,0,2022-08-16 21:22:01.380103+00:00,postgres,2022-08-16 21:22:01.380103+00:00,postgres
R1008,M12,G21,35,T17,P6,T18,P23,P6,Drive,T17,N,N/A,12.0,Y,Y,Y,Y,Other,N/A,0,1,2022-08-16 21:22:01.385482+00:00,postgres,2022-08-16 21:22:01.385482+00:00,postgres
R1009,M12,G21,36,T17,P6,T18,P13,P24,Drop,T18,N,N/A,13.0,Y,Y,N,Y,Other,N/A,0,8,2022-08-16 21:22:01.397875+00:00,postgres,2022-08-16 21:22:01.397875+00:00,postgres
R1010,M12,G21,37,T18,P13,T17,P6,P13,Drive,T17,N,N/A,6.0,Y,Y,Y,N,Winner,P24,0,0,2022-08-16 21:22:01.411640+00:00,postgres,2022-08-16 21:22:01.411640+00:00,postgres
R1011,M12,G21,38,T18,P23,T17,P24,P23,Drop,T17,N,N/A,8.0,Y,N,Y,N,Winner,P24,0,2,2022-08-16 21:22:01.418338+00:00,postgres,2022-08-16 21:22:01.418338+00:00,postgres
R1012,M12,G21,39,T17,P6,T18,P13,P6,Drop,T17,N,N/A,8.0,N,Y,N,Y,Other,N/A,0,2,2022-08-16 21:22:01.426690+00:00,postgres,2022-08-16 21:22:01.426690+00:00,postgres
R1013,M12,G21,40,T17,P6,T18,P23,P6,Drive,T17,N,N/A,25.0,Y,Y,Y,Y,Winner,P24,0,4,2022-08-16 21:22:01.435961+00:00,postgres,2022-08-16 21:22:01.435961+00:00,postgres
R1015,M12,G21,42,T17,P6,T18,P13,P6,Drive,T17,N,N/A,19.0,N,Y,N,Y,Winner,P24,0,9,2022-08-16 21:22:01.463157+00:00,postgres,2022-08-16 21:22:01.463157+00:00,postgres
R983,M12,G21,10,T18,P23,T17,P24,N/A,N/A,T18,N,N/A,,N,N,N,Y,Other,N/A,0,0,2022-08-16 21:22:01.081157+00:00,postgres,2022-08-16 21:22:01.081157+00:00,postgres
R1014,M12,G21,41,T17,N/A,T18,N/A,N/A,N/A,N/A,Y,T17,,N,N,N/A,N/A,N/A,N/A,0,0,2022-08-16 21:22:01.462541+00:00,postgres,2022-08-16 21:22:01.462541+00:00,postgres
R1856,M24,G39,15,T32,P49,T38,P59,P49,Drop,T38,N,N/A,10.0,Y,N,Y,N,Other,N/A,0,4,2022-10-16 19:23:06.449618+00:00,postgres,2022-10-16 19:23:06.449618+00:00,postgres
R462,M4,G10,19,T5,P9,T4,P7,P8,Drop,T5,N,N/A,5.0,N,N,N,N,Winner,P9,0,0,2022-06-20 19:07:36.046619+00:00,postgres,2022-06-20 19:07:36.046619+00:00,postgres
R463,M4,G10,20,T5,P9,T4,P6,P8,Drop,T5,N,N/A,10.0,Y,N,Y,N,Other,N/A,0,1,2022-06-20 19:07:36.049830+00:00,postgres,2022-06-20 19:07:36.049830+00:00,postgres
R1016,M12,G21,43,T17,P6,T18,P23,P6,Drop,T17,N,N/A,6.0,Y,Y,Y,Y,Unforced Error,P13,0,3,2022-08-16 21:22:01.482678+00:00,postgres,2022-08-16 21:22:01.482678+00:00,postgres
R1017,M12,G21,44,T17,P6,T18,P13,P6,Drive,T17,N,N/A,17.0,N,Y,N,Y,Winner,P24,0,3,2022-08-16 21:22:01.489271+00:00,postgres,2022-08-16 21:22:01.489271+00:00,postgres
R1019,M12,G21,46,T17,P6,T18,P23,P6,Drive,T18,N,N/A,11.0,Y,Y,Y,Y,Other,N/A,0,2,2022-08-16 21:22:01.507238+00:00,postgres,2022-08-16 21:22:01.507238+00:00,postgres
R1021,M12,G21,48,T18,P13,T17,P24,P13,Drop,T17,N,N/A,15.0,Y,Y,Y,Y,Other,N/A,0,1,2022-08-16 21:22:01.543395+00:00,postgres,2022-08-16 21:22:01.543395+00:00,postgres
R1022,M12,G21,49,T18,P23,T17,P6,P13,Drop,T18,N,N/A,14.0,Y,Y,Y,Y,Other,N/A,0,7,2022-08-16 21:22:01.558608+00:00,postgres,2022-08-16 21:22:01.558608+00:00,postgres
R1024,M12,G21,51,T17,P24,T18,P23,P6,Drive,T17,N,N/A,4.0,Y,N,Y,N,Unforced Error,P13,0,0,2022-08-16 21:22:01.576141+00:00,postgres,2022-08-16 21:22:01.576141+00:00,postgres
R1025,M12,G21,52,T17,P24,T18,P13,P24,Drop,T18,N,N/A,8.0,N,N,N,N,Winner,P23,0,1,2022-08-16 21:22:01.580476+00:00,postgres,2022-08-16 21:22:01.580476+00:00,postgres
R1026,M12,G21,53,T17,P6,T18,P23,P6,Drop,T18,N,N/A,7.0,N,N,N,N,Other,N/A,0,2,2022-08-16 21:22:01.589306+00:00,postgres,2022-08-16 21:22:01.589306+00:00,postgres
R1027,M12,G21,54,T18,P23,T17,P6,P13,Drop,T18,N,N/A,7.0,Y,N,N,N,Other,N/A,0,2,2022-08-16 21:22:01.596937+00:00,postgres,2022-08-16 21:22:01.596937+00:00,postgres
R1028,M12,G21,55,T18,P23,T17,P24,P23,Drop,T17,N,N/A,10.0,N,Y,Y,N,Winner,P6,0,0,2022-08-16 21:22:01.604496+00:00,postgres,2022-08-16 21:22:01.604496+00:00,postgres
R1030,M12,G21,57,T18,P13,T17,P24,P23,Drop,T17,N,N/A,23.0,N,N,N,N,Other,N/A,0,11,2022-08-16 21:22:01.617152+00:00,postgres,2022-08-16 21:22:01.617152+00:00,postgres
R1020,M12,G21,47,T17,P24,T18,P13,P24,Drop,T18,N,N/A,23.0,Y,Y,Y,Y,Unforced Error,P24,0,19,2022-08-16 21:22:01.518723+00:00,postgres,2022-08-16 21:22:01.518723+00:00,postgres
R978,M12,G21,5,T17,P6,T18,P13,P6,Drive,T18,N,N/A,6.0,N,Y,N,Y,Winner,P13,0,0,2022-08-16 21:22:00.978324+00:00,postgres,2022-08-16 21:22:00.978324+00:00,postgres
R990,M12,G21,17,T18,P23,T17,P6,P13,Drop,T17,N,N/A,6.0,Y,Y,Y,Y,Winner,P24,0,0,2022-08-16 21:22:01.174297+00:00,postgres,2022-08-16 21:22:01.174297+00:00,postgres
R996,M12,G21,23,T17,P6,T18,P23,P6,Drive,T18,N,N/A,5.0,Y,Y,Y,Y,Unforced Error,P24,0,1,2022-08-16 21:22:01.228489+00:00,postgres,2022-08-16 21:22:01.228489+00:00,postgres
R1179,M15,G24,47,T23,P34,T22,P32,P35,Drop,T22,N,N/A,3.0,Y,Y,Y,Y,Unforced Error,P34,0,0,2022-08-31 01:55:18.551547+00:00,postgres,2022-08-31 01:55:18.551547+00:00,postgres
R1180,M15,G24,48,T23,P35,T22,P33,P34,Drive,T23,N,N/A,10.0,Y,Y,Y,Y,Other,N/A,0,0,2022-08-31 01:55:18.558329+00:00,postgres,2022-08-31 01:55:18.558329+00:00,postgres
R1151,M15,G24,19,T22,P32,T23,P34,P33,Drive,T22,N,N/A,3.0,N,N,N,N,Winner,P33,0,0,2022-08-31 01:55:18.357245+00:00,postgres,2022-08-31 01:55:18.357245+00:00,postgres
R1859,M24,G39,18,T32,P49,T38,P59,P50,Drive,T32,N,N/A,4.0,Y,N,Y,N,Other,N/A,0,0,2022-10-16 19:23:06.504367+00:00,postgres,2022-10-16 19:23:06.504367+00:00,postgres
R1862,M24,G39,21,T32,P50,T38,P60,P49,Drive,T38,N,N/A,14.0,Y,N,Y,N,Other,N/A,0,0,2022-10-16 19:23:06.528926+00:00,postgres,2022-10-16 19:23:06.528926+00:00,postgres
